point_index,frequency_index,frequency_hz,x_index,y_index,static_status,deflection_amplitude_m,deflection_fitted_frequency_hz,deflection_phase_rad,deflection_dc_m,deflection_residual_norm_m,indentation_amplitude_m,indentation_fitted_frequency_hz,indentation_phase_rad,indentation_dc_m,indentation_residual_norm_m,position_z_amplitude_m,position_z_fitted_frequency_hz,position_z_phase_rad,position_z_dc_m,position_z_residual_norm_m,vea_status,deflection_status,indentation_status,position_z_status,failure_reason
6,3,2811.706625951747,6,0,success,1.5493132340176971e-09,2811.706625951747,3.364689321031764,4.300571958411632e-08,3.5376396207076246e-09,1.528453981988352e-09,2811.706625951747,0.2525525151084457,7.345168588915645e-08,4.508055761272913e-09,4.989583834366006e-11,2811.706625951747,5.381467892398507,3.8710637733268856e-07,2.3349001531260073e-09,success,success,success,success,
6,4,5000.000000000004,6,0,success,1.7093607415109612e-09,5000.000000000004,3.032851218014978,4.243461155381238e-08,4.551312747197224e-09,1.7176528221641172e-09,5000.000000000004,-0.1119842221432128,7.40098191981156e-08,4.719303121495349e-09,9.981657913069545e-12,5000.000000000004,2.4408525317119025,3.8711935205403347e-07,1.8804986325509834e-09,success,success,success,success,
7,0,499.99999999999983,7,0,success,1.6551399465324263e-09,499.99999999999983,3.923400200257817,4.436913674202483e-08,5.350947096152584e-09,1.6304797684919653e-09,499.99999999999983,0.779187716293208,7.320232656770382e-08,5.43414777382497e-09,2.5032913079009046e-11,499.99999999999983,0.9532850534984423,3.8976161532569126e-07,2.0947662707579224e-09,success,success,success,success,
7,1,889.1397050194613,7,0,success,1.5892084084072322e-09,889.1397050194613,3.7998448524110127,4.394800498267875e-08,4.29708328341805e-09,1.5809280421572256e-09,889.1397050194613,0.6728018323927472,7.362085217158076e-08,4.740436406329353e-09,2.4503362299293173e-11,889.1397050194613,-0.5605645563536061,3.897642214811602e-07,2.0894715105151533e-09,success,success,success,success,
7,2,1581.13883008419,7,0,success,1.5264621553227569e-09,1581.13883008419,3.6101056552713104,4.375497572398089e-08,3.939624477625346e-09,1.500293812880065e-09,1581.13883008419,0.4898244043225052,7.38063423878538e-08,4.254840383109906e-09,4.1531553307636654e-11,1581.13883008419,-0.41001307588872216,3.8977176052358517e-07,1.958925547852869e-09,success,success,success,success,
7,3,2811.706625951747,7,0,success,1.527759030179047e-09,2811.706625951747,3.3861827742515325,4.35804265520297e-08,3.80646973229702e-09,1.5495652360309733e-09,2811.706625951747,0.24985038665440473,7.398663862866843e-08,4.515312191144345e-09,2.3259757520433576e-11,2811.706625951747,-2.5389645111228134,3.8976601345472124e-07,1.9365189373527405e-09,success,success,success,success,
7,4,5000.000000000004,7,0,success,1.720161327742897e-09,5000.000000000004,3.0523315217060003,4.306308408058484e-08,4.691274785116692e-09,1.720847615191635e-09,5000.000000000004,-0.10673470619095582,7.43640546920671e-08,5.23281196484502e-09,3.007081204405412e-11,5000.000000000004,-4.787563410683069,3.8990593986276835e-07,1.8947541899089123e-09,success,success,success,success,
8,0,499.99999999999983,8,0,success,1.5880475556158344e-09,499.99999999999983,3.9472187238737324,4.2000209956826115e-08,4.519047512495845e-09,1.5445118113333935e-09,499.99999999999983,0.80251256108328,7.193287073426689e-08,5.250897919808741e-09,4.380796617966168e-11,499.99999999999983,0.9156187183989963,3.91717813411065e-07,2.208927793101703e-09,success,success,success,success,
8,1,889.1397050194613,8,0,success,1.554326758591169e-09,889.1397050194613,3.774862625021503,4.136483482010607e-08,3.938058258065217e-09,1.6002371055799333e-09,889.1397050194613,0.6431557900652195,7.254111896654339e-08,4.264226053515795e-09,4.8485456557025123e-11,889.1397050194613,-2.175966734674053,3.917449403155089e-07,2.002957607973865e-09,success,success,success,success,
8,2,1581.13883008419,8,0,success,1.4330456209937238e-09,1581.13883008419,3.59652902585711,4.1125744722142305e-08,3.9422085529080545e-09,1.476976571981514e-09,1581.13883008419,0.42853677628115894,7.280564510255265e-08,4.361282997523758e-09,5.835208318997542e-11,1581.13883008419,-3.418355347294768,3.917195042774635e-07,2.021097924947622e-09,success,success,success,success,
8,3,2811.706625951747,8,0,success,1.5009997100697243e-09,2811.706625951747,3.3651709080686243,4.0906179152316313e-08,3.5652060017111686e-09,1.497207738241485e-09,2811.706625951747,0.21756618106702963,7.30417531435415e-08,4.0524784813470565e-09,9.777925502613448e-12,2811.706625951747,-4.890068714586523,3.917029618063004e-07,1.69549221092333e-09,success,success,success,success,
8,4,5000.000000000004,8,0,success,1.6617939934005801e-09,5000.000000000004,3.009685733754175,4.016204806938151e-08,4.706477536125605e-09,1.6613135125307471e-09,5000.000000000004,-0.09509988055473606,7.375531613176763e-08,5.261513782032676e-09,6.115530900690325e-11,5000.000000000004,-7.959629551892132,3.9173352990100913e-07,1.944321015221629e-09,success,success,success,success,
9,0,499.99999999999983,9,0,success,1.609647309376524e-09,499.99999999999983,3.959768078543033,4.4191627022537475e-08,4.55780907532598e-09,1.6244756566012793e-09,499.99999999999983,0.8073447894083594,7.199402216558452e-08,5.332961269636527e-09,2.294784849789939e-11,499.99999999999983,3.086107104634337,3.9185743813267245e-07,2.267571012105401e-09,success,success,success,success,
9,1,889.1397050194613,9,0,success,1.57867256970095e-09,889.1397050194613,3.824162515917365,4.397184280829121e-08,4.175111712465209e-09,1.5555558964187853e-09,889.1397050194613,0.7010545431751407,7.220876462902956e-08,4.402993667967072e-09,3.705986061145183e-11,889.1397050194613,6.07771857804186,3.9186247988347305e-07,1.950420241620862e-09,success,success,success,success,
9,2,1581.13883008419,9,0,success,1.4771017663083105e-09,1581.13883008419,3.6187193214440003,4.374510656195203e-08,3.664091053638631e-09,1.4700177606820096e-09,1581.13883008419,0.4898254287047368,7.242873935432796e-08,4.200520694985148e-09,2.0008240454597477e-11,1581.13883008419,5.557760180401363,3.9186924140451385e-07,1.7980804638724643e-09,success,success,success,success,
9,3,2811.706625951747,9,0,success,1.460215949226785e-09,2811.706625951747,3.348305184321791,4.3646758032175264e-08,3.306575831297655e-09,1.4733768166161338e-09,2811.706625951747,0.18631188704226465,7.252956426594325e-08,3.871422154677999e-09,3.268915134143804e-11,2811.706625951747,8.464833589790814,3.918667650226756e-07,2.1943904923767945e-09,success,success,success,success,
9,4,5000.000000000004,9,0,success,1.677424517125534e-09,5000.000000000004,3.0546314025547643,4.3122723062177555e-08,4.7170857121001214e-09,1.6938761794166012e-09,5000.000000000004,-0.10765771164757698,7.303643469704282e-08,5.01431794741385e-09,3.8570549102472946e-11,5000.000000000004,8.197304465116229,3.9188392956157363e-07,1.9277052000996896e-09,success,success,success,success,
10,0,499.99999999999983,10,0,success,1.6079123138980045e-09,499.99999999999983,3.9721097884200525,4.387443192022284e-08,4.486053303271164e-09,1.6103700435496174e-09,499.99999999999983,0.8453156826744377,7.172149534529542e-08,4.906999992105335e-09,2.3939224571495532e-11,499.99999999999983,5.447461619023835,3.9471115003236387e-07,2.2986307534123084e-09,success,success,success,success,
10,1,889.1397050194613,10,0,success,1.5126617047507435e-09,889.1397050194613,3.8213754199302814,4.355025134181532e-08,3.7119245517946473e-09,1.4815250096707034e-09,889.1397050194613,0.6581016234715353,7.202991589387711e-08,3.948869567369994e-09,4.4976721318427626e-11,889.1397050194613,7.758329910367198,3.947269100621894e-07,1.949563162960732e-09,success,success,success,success,
10,2,1581.13883008419,10,0,success,1.41237348781038e-09,1581.13883008419,3.6392276542428315,4.322376809713404e-08,3.6385202996710138e-09,1.3926951321005488e-09,1581.13883008419,0.44875399752129774,7.239181542875558e-08,4.413623127894164e-09,7.131740202356341e-11,1581.13883008419,8.047708456158537,3.9469149377199235e-07,1.9121681804840555e-09,success,success,success,success,
10,3,2811.706625951747,10,0,success,1.4572374693814049e-09,2811.706625951747,3.3342305262486973,4.302949728501352e-08,3.383970742883033e-09,1.4165919210992976e-09,2811.706625951747,0.20847680796709678,7.25757904006824e-08,3.804837954155919e-09,4.6582478350292654e-11,2811.706625951747,5.973288644511726,3.9470178961218595e-07,1.7861276273559047e-09,success,success,success,success,
10,4,5000.000000000004,10,0,success,1.6358616785750185e-09,5000.000000000004,2.994354567911755,4.2610274883170235e-08,4.564436227564772e-09,1.598874882622708e-09,5000.000000000004,-0.14874597263335154,7.296140579502125e-08,5.085530676373713e-09,3.7067102437499285e-11,5000.000000000004,6.201035254839832,3.9473539661969044e-07,1.7488944274055119e-09,success,success,success,success,
11,0,499.99999999999983,11,0,success,1.5885847050370818e-09,499.99999999999983,3.93268693310923,4.247733353923301e-08,4.279922344561511e-09,1.5648523639194266e-09,499.99999999999983,0.7728450181595301,6.9580748811749e-08,4.323937430342746e-09,3.729737611219211e-11,499.99999999999983,1.6631070845769944,3.955773237352144e-07,2.231030390781258e-09,success,success,success,success,
11,1,889.1397050194613,11,0,success,1.5329471901171958e-09,889.1397050194613,3.7972024495287897,4.219140893104267e-08,4.229404878635592e-09,1.5551125737447706e-09,889.1397050194613,0.6277857116150078,6.988544970864255e-08,3.983261831362153e-09,4.834000722589819e-11,889.1397050194613,2.688785434742865,3.955585474465109e-07,2.1997146813667102e-09,success,success,success,success,
11,2,1581.13883008419,11,0,success,1.4422302449882133e-09,1581.13883008419,3.6402538339716544,4.2148557208783745e-08,3.557420209531339e-09,1.3991279641946483e-09,1581.13883008419,0.4896545756501338,6.988875696303627e-08,3.9480519048747855e-09,4.496101114633093e-11,1581.13883008419,0.7827365414176978,3.9559809191437644e-07,1.8571430760194604e-09,success,success,success,success,
11,3,2811.706625951747,11,0,success,1.4076714182820024e-09,2811.706625951747,3.3228660034828863,4.198593879498042e-08,3.4608729459527525e-09,1.3889601098071588e-09,2811.706625951747,0.19811717337572432,7.008578653398765e-08,4.194291469832258e-09,3.008019560296063e-11,2811.706625951747,-0.7097743182234302,3.95563680757228e-07,2.6586014389559183e-09,success,success,success,success,
11,4,5000.000000000004,11,0,success,1.583969026727285e-09,5000.000000000004,3.0543542844509677,4.138900794922878e-08,4.453743450101258e-09,1.6277577650197655e-09,5000.000000000004,-0.09130284585192783,7.061292202043509e-08,5.117014173491828e-09,4.427242120277013e-11,5000.000000000004,-3.3788305057697983,3.956334761165327e-07,2.1620890256450317e-09,success,success,success,success,
12,0,499.99999999999983,12,0,success,1.5780699448653898e-09,499.99999999999983,3.968270417292396,4.3991369172193925e-08,4.018126067514532e-09,1.5990556725133273e-09,499.99999999999983,0.8254045882321679,6.930056879295189e-08,4.6040818101188846e-09,2.1082959228110252e-11,499.99999999999983,3.8715546162262684,3.973039707743766e-07,2.105502374396358e-09,success,success,success,success,
12,1,889.1397050194613,12,0,success,1.4744152073951244e-09,889.1397050194613,3.8194001120928873,4.3481489773745385e-08,4.0339578027907615e-09,1.5011122695638328e-09,889.1397050194613,0.6913307125343928,6.97994077319987e-08,4.3564292401481166e-09,3.342880361500672e-11,889.1397050194613,4.471982161330447,3.9731501123377847e-07,2.0424013290387845e-09,success,success,success,success,
12,2,1581.13883008419,12,0,success,1.4340240234614226e-09,1581.13883008419,3.648952629505262,4.328404742782968e-08,3.340578686399628e-09,1.3986337065299686e-09,1581.13883008419,0.5375615128825202,7.003667706639039e-08,3.930910989228966e-09,5.551375412206558e-11,1581.13883008419,5.926011407195894,3.972751842453022e-07,1.6469015944437154e-09,success,success,success,success,
12,3,2811.706625951747,12,0,success,1.436733507065971e-09,2811.706625951747,3.33930031551026,4.308048090430071e-08,3.6583754904481e-09,1.4304948743069688e-09,2811.706625951747,0.2031574299883645,7.020123562393066e-08,4.02397554498952e-09,9.998047590374653e-12,2811.706625951747,5.586650662183951,3.973141922112904e-07,1.580852061401657e-09,success,success,success,success,
12,4,5000.000000000004,12,0,success,1.5991059555541109e-09,5000.000000000004,2.975934375230953,4.258372496020863e-08,4.296373757444682e-09,1.6194869990658282e-09,5000.000000000004,-0.20394683065841512,7.068694106250081e-08,4.489889681863647e-09,6.489609781538577e-11,5000.000000000004,7.988581208136917,3.9732524271681256e-07,2.330066384091397e-09,success,success,success,success,
13,0,499.99999999999983,13,0,success,1.5518422331873458e-09,499.99999999999983,3.9255663755533865,4.250498785258152e-08,4.86825639754535e-09,1.5099619938128063e-09,499.99999999999983,0.7863618345790796,6.75267681722867e-08,4.9032864978793724e-09,4.2039481860784723e-11,499.99999999999983,0.6980927319005438,3.9657452755512313e-07,1.919845018721662e-09,success,success,success,success,
13,1,889.1397050194613,13,0,success,1.483614892576995e-09,889.1397050194613,3.792166112771177,4.231722279753337e-08,3.828187239809891e-09,1.4982983093560846e-09,889.1397050194613,0.642417359149686,6.77147634627804e-08,4.893675840613529e-09,1.906497932522015e-11,889.1397050194613,3.0964009780238504,3.9657429731967704e-07,2.260781974900907e-09,success,success,success,success,
13,2,1581.13883008419,13,0,success,1.3995397728617743e-09,1581.13883008419,3.6069412576060045,4.219362900722477e-08,3.77033238973742e-09,1.4118796095889349e-09,1581.13883008419,0.48212436058106467,6.784761300982796e-08,4.166387934365381e-09,2.6614867318360137e-11,1581.13883008419,4.704039751221263,3.9656504156293886e-07,2.182898520898874e-09,success,success,success,success,
13,3,2811.706625951747,13,0,success,1.3969499012532365e-09,2811.706625951747,3.3177754815389413,4.19046450732878e-08,3.283007219654537e-09,1.381123992459461e-09,2811.706625951747,0.17241690575248492,6.808865962366115e-08,3.129853453181624e-09,1.6667989766112965e-11,2811.706625951747,6.776714803787624,3.9661297888304196e-07,1.8274954904607044e-09,success,success,success,success,
13,4,5000.000000000004,13,0,success,1.5842598052540101e-09,5000.000000000004,3.0172189380989707,4.12667944756799e-08,4.218897008855508e-09,1.5593055160381247e-09,5000.000000000004,-0.12962769365275761,6.881872495252636e-08,4.819021813057432e-09,2.6285138501939246e-11,5000.000000000004,6.475770882932357,3.9652076415178494e-07,1.6706497197427942e-09,success,success,success,success,
14,0,499.99999999999983,14,0,success,1.5494198865312056e-09,499.99999999999983,3.962625023757365,4.267923911851845e-08,4.252321069214746e-09,1.526227446570033e-09,499.99999999999983,0.8311079862616417,7.034756427030506e-08,4.807592027082318e-09,2.7891822574132135e-11,499.99999999999983,0.2370823974529399,3.9489757322735927e-07,1.9591635153486224e-09,success,success,success,success,
14,1,889.1397050194613,14,0,success,1.4738319678572872e-09,889.1397050194613,3.81454499964953,4.240405626356778e-08,3.76425211881735e-09,1.459937263276525e-09,889.1397050194613,0.6725656456694127,7.06060977708455e-08,3.88644317224521e-09,1.3906278254303726e-11,889.1397050194613,0.7135608740551691,3.949142225817691e-07,2.303257866441371e-09,success,success,success,success,
14,2,1581.13883008419,14,0,success,1.3875977640553905e-09,1581.13883008419,3.6307871786057455,4.2262795143821374e-08,3.3336996462677318e-09,1.3707587887796068e-09,1581.13883008419,0.46336468966654676,7.075775730058744e-08,3.944762824751055e-09,3.9401762603957094e-11,1581.13883008419,1.6055380104736443,3.949038241717738e-07,1.95187153531888e-09,success,success,success,success,
14,3,2811.706625951747,14,0,success,1.4296480740709162e-09,2811.706625951747,3.3787349799123465,4.208357884000916e-08,3.5594941982434793e-09,1.466314863901382e-09,2811.706625951747,0.24981804171108846,7.09649331126645e-08,4.0881503681939285e-09,4.1003312743597494e-11,2811.706625951747,3.8491796522464083,3.948758646635087e-07,2.1689494155066903e-09,success,success,success,success,
14,4,5000.000000000004,14,0,success,1.5555885189133355e-09,5000.000000000004,3.0113910470406444,4.148659288711081e-08,4.265286384678358e-09,1.5677187639933169e-09,5000.000000000004,-0.13142367452380466,7.14798103157547e-08,4.685019514829737e-09,1.2279452751810342e-11,5000.000000000004,2.854729531350707,3.949579734133169e-07,2.0464033573203116e-09,success,success,success,success,
