point_index,x_index,y_index,model,fit_direction,static_status,failure_reason,young_modulus_pa,contact_point_m,adhesion_parameter_n_per_m,residual_norm_n,snap_in_force_n,adhesion_force_n,baseline_slope,baseline_offset_m
2826,10,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2827,11,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2828,12,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2829,13,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2830,14,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2831,15,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2832,16,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2833,17,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2834,18,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2835,19,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2836,20,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2837,21,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2838,22,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2839,23,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2840,24,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2841,25,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2842,26,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2843,27,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2844,28,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2845,29,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2846,30,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2847,31,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2848,32,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2849,33,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2850,34,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2851,35,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2852,36,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2853,37,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2854,38,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2855,39,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2856,40,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2857,41,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2858,42,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2859,43,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2860,44,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2861,45,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2862,46,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2863,47,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2864,48,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2865,49,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2866,50,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2867,51,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2868,52,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2869,53,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2870,54,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2871,55,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2872,56,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2873,57,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2874,58,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2875,59,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2876,60,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2877,61,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2878,62,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2879,63,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2880,64,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2881,65,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2882,66,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2883,67,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2884,68,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2885,69,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2886,70,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2887,71,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2888,72,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2889,73,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2890,74,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2891,75,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2892,76,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2893,77,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2894,78,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2895,79,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2896,80,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2897,81,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2898,82,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2899,83,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,84,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2901,85,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2902,86,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2903,87,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2904,88,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2905,89,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2906,90,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2907,91,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2908,92,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2909,93,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2910,94,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2911,95,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2912,96,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2913,97,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2914,98,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2915,99,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2916,100,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2917,101,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2918,102,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2919,103,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2920,104,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2921,105,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2922,106,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2923,107,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2924,108,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2925,109,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2926,110,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2927,111,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2928,112,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2929,113,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2930,114,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2931,115,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2932,116,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2933,117,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2934,118,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2935,119,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2936,120,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2937,121,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2938,122,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2939,123,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2940,124,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2941,125,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2942,126,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2943,127,22,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2944,127,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2945,126,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2946,125,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2947,124,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2948,123,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2949,122,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2950,121,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2951,120,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2952,119,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2953,118,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2954,117,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2955,116,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2956,115,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2957,114,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2958,113,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2959,112,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2960,111,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2961,110,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2962,109,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2963,108,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2964,107,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2965,106,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2966,105,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2967,104,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2968,103,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2969,102,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2970,101,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2971,100,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2972,99,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2973,98,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2974,97,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2975,96,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2976,95,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2977,94,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2978,93,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2979,92,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2980,91,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2981,90,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2982,89,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2983,88,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2984,87,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2985,86,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2986,85,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2987,84,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2988,83,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2989,82,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2990,81,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2991,80,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2992,79,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2993,78,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2994,77,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2995,76,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2996,75,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2997,74,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2998,73,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2999,72,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,71,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3001,70,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3002,69,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3003,68,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3004,67,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005,66,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3006,65,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3007,64,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3008,63,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3009,62,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3010,61,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3011,60,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3012,59,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3013,58,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3014,57,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3015,56,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3016,55,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3017,54,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3018,53,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3019,52,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3020,51,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3021,50,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3022,49,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3023,48,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3024,47,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3025,46,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3026,45,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3027,44,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3028,43,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3029,42,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3030,41,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3031,40,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3032,39,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3033,38,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3034,37,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3035,36,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3036,35,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3037,34,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3038,33,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3039,32,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3040,31,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3041,30,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3042,29,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3043,28,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3044,27,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3045,26,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3046,25,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3047,24,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3048,23,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3049,22,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3050,21,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3051,20,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3052,19,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3053,18,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3054,17,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3055,16,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3056,15,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3057,14,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3058,13,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3059,12,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3060,11,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3061,10,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3062,9,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3063,8,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3064,7,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3065,6,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3066,5,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3067,4,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3068,3,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3069,2,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3070,1,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3071,0,23,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3072,0,24,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3073,1,24,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3074,2,24,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3075,3,24,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3076,4,24,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3077,5,24,Hertz,Advance,unprocessed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
