point_index,x_index,y_index,model,fit_direction,static_status,failure_reason,young_modulus_pa,contact_point_m,adhesion_parameter_n_per_m,residual_norm_n,snap_in_force_n,adhesion_force_n,baseline_slope,baseline_offset_m
5105,14,39,Hertz,Advance,success,,2098652.57151349,-5.361155665668975e-07,0.0,2.2818188328783013e-09,-1.365544093199218e-09,-8.098355733720603e-09,-0.006556478876437782,1.224080179521346e-08
5106,13,39,Hertz,Advance,success,,2204147.6836127094,-5.390031259382454e-07,0.0,2.0833655669243286e-09,-1.3090791238176428e-09,-7.879823496612255e-09,-0.006413964982389962,1.2120522152456068e-08
5107,12,39,Hertz,Advance,success,,2277393.1677239933,-5.42046265666628e-07,0.0,2.506611657446997e-09,-1.2401685741437227e-09,-8.15480446130244e-09,-0.006418852801650008,1.1576851728133345e-08
5108,11,39,Hertz,Advance,success,,2076472.6318375007,-5.421535457764853e-07,0.0,2.45522265683276e-09,-1.1227100935890551e-09,-7.93550664531939e-09,-0.006579338489308101,1.2246234203752877e-08
5109,10,39,Hertz,Advance,success,,2339965.873755829,-5.414160319157998e-07,0.0,2.825322609030727e-09,-1.1648495975843677e-09,-8.087168428040975e-09,-0.006647853867405108,1.230919323136829e-08
5110,9,39,Hertz,Advance,success,,2310304.3866385873,-5.41165812048451e-07,0.0,2.499776278610152e-09,-1.342212454725597e-09,-7.929785376394982e-09,-0.0064144233614711115,1.2168293937590895e-08
5111,8,39,Hertz,Advance,success,,2441378.9307503356,-5.382665809281915e-07,0.0,2.211926101316674e-09,-1.3035033932139328e-09,-8.775306274178182e-09,-0.0066662971020333,1.2326693593999774e-08
5112,7,39,Hertz,Advance,success,,2052851.8064449304,-5.404589592343691e-07,0.0,2.54227117958829e-09,-1.427703247203722e-09,-7.913134208954967e-09,-0.00646360936820763,1.2173572742529152e-08
5113,6,39,Hertz,Advance,success,,2204594.847564892,-5.374965357272059e-07,0.0,2.4248429273831104e-09,-1.472891100745957e-09,-7.859972148838371e-09,-0.006497260134867595,1.169934259128959e-08
5114,5,39,Hertz,Advance,success,,1982855.3355889725,-5.355136531724933e-07,0.0,1.7839817899147404e-09,-1.4997499782251012e-09,-7.87871627055285e-09,-0.0062150037775862465,1.2008201931995191e-08
5115,4,39,Hertz,Advance,success,,2109995.070378625,-5.309078563169758e-07,0.0,1.8085297973859032e-09,-1.5156202956086206e-09,-7.873600952957013e-09,-0.006608540999457954,1.2282831218813711e-08
5116,3,39,Hertz,Advance,success,,2232366.2276179856,-5.29306943737251e-07,0.0,1.0939440286228955e-09,-1.571215560973297e-09,-7.827566984977242e-09,-0.006380209578077228,1.2084820970989136e-08
5117,2,39,Hertz,Advance,success,,2160815.780982816,-5.295471746783552e-07,0.0,1.3104600772743185e-09,-1.617391364152333e-09,-7.788349651063915e-09,-0.006306918110936127,1.2040005095977977e-08
5118,1,39,Hertz,Advance,success,,2181728.09458923,-5.316496544991761e-07,0.0,1.390635348494897e-09,-1.5107857941053505e-09,-7.707256462033465e-09,-0.006495660634902246,1.2157491230971196e-08
5119,0,39,Hertz,Advance,success,,2242913.307968534,-5.292778397986099e-07,0.0,1.3527410360449808e-09,-1.6233830716411481e-09,-8.005095095905641e-09,-0.006403996205674994,1.2062664659776382e-08
5120,0,40,Hertz,Advance,success,,2272033.657609329,-5.232949782198357e-07,0.0,7.93253451824593e-10,-1.773992125538405e-09,-7.842702792270623e-09,-0.006390463242314139,1.2097125156184007e-08
5121,1,40,Hertz,Advance,success,,2295111.0747412816,-5.23434176878637e-07,0.0,7.356064366305179e-10,-1.689346094066683e-09,-8.058974635750795e-09,-0.006357995333805506,1.2070886297605866e-08
5122,2,40,Hertz,Advance,success,,2201684.8270931514,-5.26969534987746e-07,0.0,1.2170023546986375e-09,-1.7616898817738895e-09,-7.559625181418257e-09,-0.006569164976046896,1.2165388180616688e-08
5123,3,40,Hertz,Advance,success,,2331442.1598922242,-5.271001223376235e-07,0.0,1.3220609291973766e-09,-1.6299166457031856e-09,-8.163342940889493e-09,-0.006191048681278788,1.193197532365106e-08
5124,4,40,Hertz,Advance,success,,2285745.743856961,-5.258684720524288e-07,0.0,1.6112541465665452e-09,-1.7006559015026645e-09,-9.653342115431394e-09,-0.00676496874261006,1.232110950940511e-08
5125,5,40,Hertz,Advance,success,,2323168.0020181397,-5.285369987561851e-07,0.0,1.5457985459632065e-09,-1.637713377842118e-09,-7.8323331028568e-09,-0.006440088741120128,1.2117814084441085e-08
5126,6,40,Hertz,Advance,success,,2247616.5260085347,-5.311473315264432e-07,0.0,1.742482385558296e-09,-1.5343182040667427e-09,-1.0463011943253252e-08,-0.006602582550345603,1.222986650982858e-08
5127,7,40,Hertz,Advance,success,,2186928.051221321,-5.344925644222826e-07,0.0,2.462260784065337e-09,-1.4788607845807618e-09,-8.012505759622527e-09,-0.006376270181440676,1.2064484227431295e-08
5128,8,40,Hertz,Advance,success,,2114461.395666453,-5.340585728517102e-07,0.0,1.4864882892607385e-09,-1.3857381609094149e-09,-7.683540727341402e-09,-0.006573595641055607,1.2176733125969299e-08
5129,9,40,Hertz,Advance,success,,2103210.7527905595,-5.37858846417068e-07,0.0,1.8418531542415059e-09,-1.2328920497016764e-09,-7.815044777638499e-09,-0.00663179101422889,1.225598381588136e-08
5130,10,40,Hertz,Advance,success,,2339537.291625288,-5.349416508784425e-07,0.0,1.8303791153291851e-09,-1.2647213683776648e-09,-7.968395960273041e-09,-0.006593762647722935,1.2202488784815769e-08
5131,11,40,Hertz,Advance,success,,2331347.019547056,-5.341177183843209e-07,0.0,1.5775510234613766e-09,-1.3151053764481e-09,-7.762667702403686e-09,-0.0066019010367355455,1.2192306545034354e-08
5132,12,40,Hertz,Advance,success,,2228021.7580268877,-5.338505889018975e-07,0.0,2.2330633497724132e-09,-1.3133189460240007e-09,-7.586178886265712e-09,-0.006352289010526874,1.2030517512005865e-08
5133,13,40,Hertz,Advance,success,,2020686.6464428152,-5.332127736656949e-07,0.0,1.576919486347327e-09,-1.2792103052497237e-09,-8.469614449690973e-09,-0.006594034801244165,1.2187997394007049e-08
5134,14,40,Hertz,Advance,success,,2011749.4630253843,-5.306590794129647e-07,0.0,1.2412306773385528e-09,-1.3286914714200716e-09,-8.609218477071883e-09,-0.006697303106282345,1.2262873134041789e-08
5135,15,40,Hertz,Advance,success,,2127841.313942406,-5.231166501851698e-07,0.0,9.812119260021535e-10,-1.5278104648673033e-09,-7.755207540914579e-09,-0.006311744127294301,1.2002190143068876e-08
5136,16,40,Hertz,Advance,success,,2055622.9182051662,-5.242842397801148e-07,0.0,1.1142263626851725e-09,-1.443208764595496e-09,-7.53594303708454e-09,-0.006448120983887972,1.20769677032309e-08
5137,17,40,Hertz,Advance,success,,2087257.3608011794,-5.189652511780701e-07,0.0,8.066193362513122e-10,-1.5795297725791663e-09,-7.597951060729972e-09,-0.006550893813037813,1.2179689511428679e-08
5138,18,40,Hertz,Advance,success,,1976322.980450259,-5.193231496646213e-07,0.0,1.5398662083947343e-09,-1.5082742213634068e-09,-7.282518266113662e-09,-0.006490826898933037,1.214082756290105e-08
5139,19,40,Hertz,Advance,success,,2023185.8201852124,-5.2220648635716e-07,0.0,7.734817335209504e-10,-1.463771539659511e-09,-7.577891451843696e-09,-0.006446460665745675,1.2110475993996366e-08
5140,20,40,Hertz,Advance,success,,2102672.73123045,-5.187176700452845e-07,0.0,1.3312121262268636e-09,-1.5261663515990807e-09,-7.967997216463696e-09,-0.0063181597493918865,1.2040546069639687e-08
5141,21,40,Hertz,Advance,success,,1946838.9549290314,-5.25162162616861e-07,0.0,1.0541151481800167e-09,-1.4088628710609476e-09,-8.164272399042253e-09,-0.006697493702306539,1.2322307195185443e-08
5142,22,40,Hertz,Advance,success,,1962826.0504144295,-5.271642824486992e-07,0.0,1.3602535823331762e-09,-1.4750532540634627e-09,-7.848985571489376e-09,-0.0060974567764528415,1.1957743329093847e-08
5143,23,40,Hertz,Advance,success,,1792046.6050995816,-5.349604906172748e-07,0.0,1.687012577153823e-09,-1.0727876070557365e-09,-7.515720064934837e-09,-0.0064835002483121865,1.2159061798012142e-08
5144,24,40,Hertz,Advance,success,,1784485.238262673,-5.390573201381954e-07,0.0,2.612833574708736e-09,-1.0593865095664113e-09,-8.054870526175788e-09,-0.006641272408002689,1.2262968246512346e-08
5145,25,40,Hertz,Advance,success,,1873633.802783724,-5.391365252749435e-07,0.0,2.904689112671764e-09,-1.1038327552332714e-09,-7.35512663188411e-09,-0.006737637289696436,1.2336228117337456e-08
5146,26,40,Hertz,Advance,success,,1938379.964445996,-5.398210145819511e-07,0.0,2.8334142602965447e-09,-9.37595492413279e-10,-8.27670792816962e-09,-0.006929716474623654,1.2435530013648886e-08
5147,27,40,Hertz,Advance,success,,1942786.4310476158,-5.388166288747796e-07,0.0,2.5681894659024536e-09,-1.1880162249891793e-09,-7.719521361011874e-09,-0.0065982889256071715,1.2221531276599133e-08
5148,28,40,Hertz,Advance,success,,1809289.1754144346,-5.407826479555384e-07,0.0,3.423159375667746e-09,-1.200031125376601e-09,-7.73276524323885e-09,-0.006493726816617483,1.21896644713021e-08
5149,29,40,Hertz,Advance,success,,1882530.048795437,-5.363661269276447e-07,0.0,2.688821225271612e-09,-1.293887144604629e-09,-8.25467280715624e-09,-0.006598961300330189,1.2240273901461908e-08
5150,30,40,Hertz,Advance,success,,1955893.9316257806,-5.384610690504592e-07,0.0,3.428376635769098e-09,-1.2239489374810182e-09,-8.470525364261367e-09,-0.007008256694797647,1.2511815948886939e-08
5151,31,40,Hertz,Advance,success,,2055643.5184886018,-5.370058862106589e-07,0.0,2.54734464630226e-09,-1.220015783755913e-09,-8.794103712269715e-09,-0.006637957377342282,1.2260998535864898e-08
5152,32,40,Hertz,Advance,success,,2221636.020299718,-5.373604531099126e-07,0.0,3.2195512748162283e-09,-1.1132719422089012e-09,-8.73627412298649e-09,-0.006525141456110719,1.2097747788911749e-08
5153,33,40,Hertz,Advance,success,,2068803.1852869994,-5.364699736410417e-07,0.0,3.0896385455090715e-09,-1.1464839002336059e-09,-9.463606732866073e-09,-0.006921481708683549,1.24301481801466e-08
5154,34,40,Hertz,Advance,success,,2263248.2169815283,-5.310639656121893e-07,0.0,2.210864645045578e-09,-1.1792820046461801e-09,-9.261749702095627e-09,-0.006585174786526627,1.2232764041371427e-08
5155,35,40,Hertz,Advance,success,,2201432.100349835,-5.29762685866459e-07,0.0,3.000334241719705e-09,-1.1987811817925214e-09,-8.861179547071414e-09,-0.006841923372282073,1.2426287406207003e-08
5156,36,40,Hertz,Advance,success,,2183138.091140206,-5.267079854706643e-07,0.0,3.2352749188450298e-09,-1.3101163320086836e-09,-8.653812468500275e-09,-0.0066355907569042106,1.2310515416090734e-08
5157,37,40,Hertz,Advance,success,,2357711.6870197137,-5.203735991784607e-07,0.0,1.8243286228624617e-09,-1.4118562811315116e-09,-8.666992312307139e-09,-0.006480172653382391,1.2188302666161294e-08
5158,38,40,Hertz,Advance,success,,2085156.426434947,-5.196394732119841e-07,0.0,2.1439624458857518e-09,-1.605549943973243e-09,-7.944368016694516e-09,-0.006833889856039542,1.2459850332239678e-08
5159,39,40,Hertz,Advance,success,,2097135.4877277208,-5.16894771765991e-07,0.0,2.4202972301044343e-09,-1.6273891647411617e-09,-7.869003940511576e-09,-0.006754934262180585,1.2438323030944081e-08
5160,40,40,Hertz,Advance,success,,2167487.5633256845,-5.141060731441829e-07,0.0,2.2904580342862015e-09,-1.679296390259441e-09,-8.185266095723914e-09,-0.0066128018437849444,1.2334323421878466e-08
5161,41,40,Hertz,Advance,success,,2393139.3892584774,-5.108869434868282e-07,0.0,1.988233965707716e-09,-1.7410522667386265e-09,-8.039702049336255e-09,-0.006507955816731214,1.227436485454455e-08
5162,42,40,Hertz,Advance,success,,2291821.025607287,-5.097126147765816e-07,0.0,1.8295635277380343e-09,-1.5408519473248418e-09,-8.494225435757895e-09,-0.006653006974072987,1.2376713462576707e-08
5163,43,40,Hertz,Advance,success,,2274394.1625649966,-5.071715828694402e-07,0.0,1.512884958924204e-09,-1.6417175384885888e-09,-8.771392444819728e-09,-0.006470019625083578,1.2299001057307275e-08
5164,44,40,Hertz,Advance,success,,2506861.0560001167,-5.052203091557587e-07,0.0,1.1191954476967934e-09,-1.6155794635988536e-09,-8.231881047324674e-09,-0.006676692099758212,1.243245674718012e-08
5165,45,40,Hertz,Advance,success,,2420867.3087313366,-5.070490082352113e-07,0.0,1.2034667649176436e-09,-1.630902184310288e-09,-9.205529872204934e-09,-0.006738951538813026,1.2426435759907285e-08
5166,46,40,Hertz,Advance,success,,2617722.3166542742,-5.066976388630286e-07,0.0,1.9593384124399782e-09,-1.6432920934778056e-09,-9.17513370750597e-09,-0.0067989589328137,1.247476817714482e-08
5167,47,40,Hertz,Advance,success,,2558405.174143114,-5.073734865073757e-07,0.0,1.772119113001798e-09,-1.5350548509985235e-09,-9.469516187108036e-09,-0.006713973333656507,1.2415054734326223e-08
5168,48,40,Hertz,Advance,success,,2458034.977519067,-5.111259470967363e-07,0.0,2.0626011114228897e-09,-1.4429739268715295e-09,-9.385874742397483e-09,-0.0067779156830520175,1.2440234381372964e-08
5169,49,40,Hertz,Advance,success,,2349080.457576021,-5.134032561504883e-07,0.0,1.5472858777203684e-09,-1.4794272448050624e-09,-9.336657494934284e-09,-0.006406544208065756,1.222846268671853e-08
5170,50,40,Hertz,Advance,success,,2426576.0789534356,-5.134219986350801e-07,0.0,1.882368711152643e-09,-1.4985082972631293e-09,-9.328956333316969e-09,-0.006663539317474929,1.2374648063922922e-08
5171,51,40,Hertz,Advance,success,,2622628.258654457,-5.149900452093416e-07,0.0,2.391886865923353e-09,-1.3979723046560055e-09,-8.677244954221566e-09,-0.0067828624689139265,1.242302813235635e-08
5172,52,40,Hertz,Advance,success,,2135492.125502769,-5.23756355699532e-07,0.0,2.323283849948763e-09,-1.200855694656776e-09,-9.070729701442403e-09,-0.006698229637005245,1.2397709708880804e-08
5173,53,40,Hertz,Advance,success,,2050649.5047404345,-5.265795710074874e-07,0.0,2.230891206833034e-09,-9.471151335519768e-10,-8.839685637461327e-09,-0.006480935015660209,1.224321055375584e-08
5174,54,40,Hertz,Advance,success,,2272840.435651474,-5.213292143199908e-07,0.0,2.656392354779668e-09,-1.1104372930041641e-09,-8.876431243359175e-09,-0.006595344732752852,1.233596479140014e-08
5175,55,40,Hertz,Advance,success,,2174732.017197132,-5.225880756954285e-07,0.0,2.2152933772904304e-09,-9.6763691570405e-10,-9.447375958361817e-09,-0.007223021802967384,1.2734397578025488e-08
5176,56,40,Hertz,Advance,success,,2263012.82283413,-5.163465579076212e-07,0.0,1.5763456202476876e-09,-1.2048648775853867e-09,-8.7282090847479e-09,-0.00692821060649618,1.2587097313866642e-08
5177,57,40,Hertz,Advance,success,,2259123.170772699,-5.098966604788804e-07,0.0,1.175639714604876e-09,-1.6608680996509599e-09,-8.278351253833496e-09,-0.00672454417264794,1.2473342223853323e-08
5178,58,40,Hertz,Advance,success,,2230098.537559294,-5.080883349278758e-07,0.0,1.3355552383650275e-09,-1.7521617806667813e-09,-8.838178392594485e-09,-0.006755197305854225,1.2510442181368344e-08
5179,59,40,Hertz,Advance,success,,2321672.5379453525,-5.026113135224275e-07,0.0,9.126319773679746e-10,-1.8249138901013433e-09,-8.988209164134156e-09,-0.0065767887160126815,1.2393496122352865e-08
5180,60,40,Hertz,Advance,success,,2170656.977130476,-5.038245284918476e-07,0.0,1.251251835650708e-09,-1.720055160354687e-09,-9.194538788316503e-09,-0.006816678959866848,1.251390060948077e-08
5181,61,40,Hertz,Advance,success,,2439635.8080053166,-5.078077845317322e-07,0.0,1.2020506461685836e-09,-1.3718041518339221e-09,-8.314809731348187e-09,-0.0066409877968976825,1.241287529288846e-08
5182,62,40,Hertz,Advance,success,,2263899.547937089,-5.101497035350343e-07,0.0,1.8745240753187833e-09,-1.5605737819343286e-09,-7.829127412148876e-09,-0.00654188648230189,1.236280974583414e-08
5183,63,40,Hertz,Advance,success,,1916253.412054055,-5.081775883257072e-07,0.0,1.8813781629666697e-09,-1.5205689609467382e-09,-8.183742745534984e-09,-0.006715700277506712,1.2491583600185464e-08
5184,64,40,Hertz,Advance,success,,2392201.0637095887,-4.985378753828894e-07,0.0,1.2866987804611326e-09,-1.8093398952678344e-09,-7.87604185797456e-09,-0.00664055854235526,1.2432467913790673e-08
5185,65,40,Hertz,Advance,success,,2172051.2981793284,-5.015682152159482e-07,0.0,1.4420412099608013e-09,-1.8577434681611138e-09,-7.839412790454346e-09,-0.006210511825225261,1.2184319663782062e-08
5186,66,40,Hertz,Advance,success,,2042230.2502443052,-5.045322826405466e-07,0.0,1.5669220372882124e-09,-1.733556701066904e-09,-8.424596281383539e-09,-0.006358031698818267,1.2291937772169212e-08
5187,67,40,Hertz,Advance,success,,1888080.7438571472,-5.130774985133712e-07,0.0,2.249848781456208e-09,-1.7432212203745165e-09,-7.26062590935778e-09,-0.006802370581096188,1.2567018982142612e-08
5188,68,40,Hertz,Advance,success,,2131669.3897714973,-5.110673097023369e-07,0.0,1.3237448503625544e-09,-1.6331390479639912e-09,-7.045410251065308e-09,-0.006496256399302746,1.2387490743145979e-08
5189,69,40,Hertz,Advance,success,,2044657.276055149,-5.202791475898812e-07,0.0,2.3454106824558233e-09,-1.5250139828404913e-09,-7.700070486561133e-09,-0.006638655355834129,1.247483345897865e-08
5190,70,40,Hertz,Advance,success,,2209686.712401261,-5.207588555883026e-07,0.0,1.9499331048865052e-09,-1.4229405043016026e-09,-7.565169566577876e-09,-0.006178835814680084,1.2128352519345395e-08
5191,71,40,Hertz,Advance,success,,2210415.9775262014,-5.248589106213099e-07,0.0,2.254985593511681e-09,-1.3472908487035036e-09,-8.190383130695007e-09,-0.006474087592901542,1.2347833562912941e-08
5192,72,40,Hertz,Advance,success,,2239587.204136309,-5.284418312532716e-07,0.0,2.030912788773711e-09,-1.317472692443503e-09,-8.283786779043382e-09,-0.006768407187120486,1.2600836495916018e-08
5193,73,40,Hertz,Advance,success,,2201256.28731977,-5.338577645920908e-07,0.0,2.464101297200394e-09,-1.2476648294604216e-09,-8.71359750030227e-09,-0.00666527253801229,1.2511183119229118e-08
5194,74,40,Hertz,Advance,success,,2241922.374489705,-5.378825644001704e-07,0.0,2.664599357787017e-09,-1.1369299387477018e-09,-9.3814680852211e-09,-0.00675499358655065,1.2541656813550456e-08
5195,75,40,Hertz,Advance,success,,2541444.6259737704,-5.365127953931196e-07,0.0,2.9997622766734053e-09,-1.078266623769077e-09,-9.714339275327944e-09,-0.006907397153071538,1.2607745812484562e-08
5196,76,40,Hertz,Advance,success,,2742906.5448245415,-5.375426661401875e-07,0.0,2.644727781808773e-09,-1.0896217090473656e-09,-9.705103482591544e-09,-0.006743438173136095,1.2527427492583025e-08
5197,77,40,Hertz,Advance,success,,2780043.4537520614,-5.372094299435722e-07,0.0,2.6404563981210844e-09,-1.1557891171080883e-09,-1.0702964863525066e-08,-0.006752094528326567,1.257247052040725e-08
5198,78,40,Hertz,Advance,success,,2929327.2674151985,-5.383565478068245e-07,0.0,2.339721796338415e-09,-9.367497216845697e-10,-9.652987868521448e-09,-0.006575569150044505,1.2464019537764538e-08
5199,79,40,Hertz,Advance,success,,3011477.5525885373,-5.374951366044394e-07,0.0,2.5677559789529222e-09,-1.067492586466875e-09,-1.0532377953852329e-08,-0.0067157024385454955,1.2564135838665674e-08
5200,80,40,Hertz,Advance,success,,2817056.257307877,-5.398533614639738e-07,0.0,2.679293295379663e-09,-9.919896185455528e-10,-9.87848265321886e-09,-0.0065176488635277545,1.2400603645635957e-08
5201,81,40,Hertz,Advance,success,,2586735.999229484,-5.413188860830288e-07,0.0,3.0475102215614458e-09,-9.712964974560628e-10,-9.82929295218754e-09,-0.006596218058809046,1.2467821687009387e-08
5202,82,40,Hertz,Advance,success,,2620230.287895238,-5.394751582254062e-07,0.0,2.8745418696511744e-09,-1.0934683613507068e-09,-9.579234649679587e-09,-0.006676968729206329,1.2473846206066374e-08
5203,83,40,Hertz,Advance,success,,2503442.300935658,-5.388129095586999e-07,0.0,2.596752723389439e-09,-1.0927156175553643e-09,-1.0137471448020503e-08,-0.006579682379215943,1.24848405105446e-08
5204,84,40,Hertz,Advance,success,,2499376.9607058614,-5.392521440996817e-07,0.0,2.6450948443740985e-09,-1.0210986132418566e-09,-1.0436965472474243e-08,-0.006603993136522597,1.2484381839589814e-08
5205,85,40,Hertz,Advance,success,,2564773.4960268727,-5.386048443830321e-07,0.0,2.803366420170879e-09,-1.0931573171414806e-09,-1.0607354920380351e-08,-0.0065370182527682615,1.2431916064448134e-08
5206,86,40,Hertz,Advance,success,,2681231.9419926307,-5.379675086842714e-07,0.0,2.578650872709277e-09,-1.0875698838152307e-09,-1.0064736877292054e-08,-0.006984454140581101,1.2705701086743271e-08
5207,87,40,Hertz,Advance,success,,2606565.7442860715,-5.394484687757885e-07,0.0,2.81274765081313e-09,-1.0294580200473267e-09,-1.0242834710629319e-08,-0.006908583616841195,1.2692006393403543e-08
5208,88,40,Hertz,Advance,success,,2818313.874874758,-5.36811773341542e-07,0.0,2.269723229172108e-09,-1.0983243613861572e-09,-9.84066046447275e-09,-0.006604013837561887,1.2466805916831694e-08
5209,89,40,Hertz,Advance,success,,2590886.8259301684,-5.389069734414548e-07,0.0,2.694235088891313e-09,-1.0551181608230936e-09,-1.0297007830096937e-08,-0.006844413509746439,1.265792068900928e-08
5210,90,40,Hertz,Advance,success,,2661919.9853511876,-5.386093339635562e-07,0.0,2.747841133613918e-09,-1.0626198913796315e-09,-9.81603211019938e-09,-0.006218934888773544,1.226293309563004e-08
5211,91,40,Hertz,Advance,success,,2482983.840521222,-5.393517819522903e-07,0.0,2.703580784442562e-09,-1.1006544139657277e-09,-1.037819759978822e-08,-0.006539395356976736,1.2393962882621574e-08
5212,92,40,Hertz,Advance,success,,2475760.143113846,-5.395108630628424e-07,0.0,2.6179330880828247e-09,-1.0415941666795697e-09,-1.0104638105091148e-08,-0.006139159140596851,1.2182746829682664e-08
5213,93,40,Hertz,Advance,success,,2626916.85017517,-5.358120322553256e-07,0.0,2.910433187011872e-09,-1.1714241640443708e-09,-1.0195145305807102e-08,-0.006340515815510978,1.2319734769594977e-08
5214,94,40,Hertz,Advance,success,,2552685.8028142354,-5.36338537848426e-07,0.0,3.047154845598419e-09,-1.192954131660052e-09,-9.658500104098649e-09,-0.006459902306902689,1.2431490310300264e-08
5215,95,40,Hertz,Advance,success,,2487502.959416129,-5.353857719832796e-07,0.0,2.7174396373094417e-09,-1.1891496577389733e-09,-9.80855308697358e-09,-0.006632215611325452,1.2537679407811844e-08
5216,96,40,Hertz,Advance,success,,2389533.300997926,-5.336197111805071e-07,0.0,2.5018624106673934e-09,-1.2515039959298523e-09,-1.0011111383543957e-08,-0.006325358064035772,1.2358152468066444e-08
5217,97,40,Hertz,Advance,success,,2414760.103599308,-5.320492605881778e-07,0.0,2.262231622251254e-09,-1.2930521837283501e-09,-9.369383031833254e-09,-0.006339998300140226,1.2311965704397354e-08
5218,98,40,Hertz,Advance,success,,2383503.2736899336,-5.302727262335323e-07,0.0,2.1021173997727596e-09,-1.325404595596512e-09,-9.411380083367573e-09,-0.006793635405135088,1.2606107413533315e-08
5219,99,40,Hertz,Advance,success,,2396259.0617563603,-5.278402967992798e-07,0.0,2.332025438061515e-09,-1.4653760338737861e-09,-9.679061329812076e-09,-0.006165180051424849,1.2243406674030272e-08
5220,100,40,Hertz,Advance,success,,2326576.314939574,-5.264507921735329e-07,0.0,2.225562715487863e-09,-1.5626972190495887e-09,-8.81544277842455e-09,-0.006621845331605306,1.2524166752392398e-08
5221,101,40,Hertz,Advance,success,,2292939.516960217,-5.273974278049316e-07,0.0,2.6942170953615514e-09,-1.4788638000529373e-09,-9.39684194822361e-09,-0.005948210079683913,1.2069488763317659e-08
5222,102,40,Hertz,Advance,success,,2274262.433466027,-5.281161932264268e-07,0.0,1.9861427195007697e-09,-1.434815563058213e-09,-9.125277249183275e-09,-0.0066473145122573915,1.2579255855339897e-08
5223,103,40,Hertz,Advance,success,,2380136.4052925776,-5.295830663027826e-07,0.0,2.2626044372440335e-09,-1.2956354791312552e-09,-9.558843492803649e-09,-0.006671885054396803,1.2594935160140188e-08
5224,104,40,Hertz,Advance,success,,2250607.104743394,-5.345960260529306e-07,0.0,2.673727875044183e-09,-1.0990954826786933e-09,-9.597908295758777e-09,-0.0066023517342957035,1.2491977093540465e-08
5225,105,40,Hertz,Advance,success,,2365764.6212891745,-5.364350191342564e-07,0.0,2.929263299536899e-09,-1.0413459660426132e-09,-9.618866202816966e-09,-0.006846181782808965,1.2739494435241002e-08
5226,106,40,Hertz,Advance,success,,2486949.3950632312,-5.364367181943479e-07,0.0,2.5110525965480106e-09,-9.374803602494304e-10,-1.0090835276884932e-08,-0.006312232863650291,1.2393820460571418e-08
5227,107,40,Hertz,Advance,success,,2603613.6682864814,-5.357118205064818e-07,0.0,2.8807854471910515e-09,-9.431251259521464e-10,-9.50040564829849e-09,-0.007043205150388966,1.2868526070119983e-08
5228,108,40,Hertz,Advance,success,,2530759.233127002,-5.353528729473094e-07,0.0,3.020886774198859e-09,-9.893748148660577e-10,-1.0012890465334793e-08,-0.006526068077145178,1.2532720895879382e-08
5229,109,40,Hertz,Advance,success,,2698596.068238629,-5.315043551907549e-07,0.0,3.0523494224730926e-09,-1.0202985142431057e-09,-1.0093105505690636e-08,-0.00657880975754337,1.25836166788399e-08
5230,110,40,Hertz,Advance,success,,2525668.7855412383,-5.326843078422435e-07,0.0,3.3588498957553022e-09,-9.895508455309417e-10,-9.929361443266329e-09,-0.006976149191402182,1.2821008489355867e-08
5231,111,40,Hertz,Advance,success,,2395785.6840787525,-5.31166766332852e-07,0.0,3.1567657868810933e-09,-1.164904965945863e-09,-9.74759359135042e-09,-0.006284391836686745,1.2395804637513039e-08
5232,112,40,Hertz,Advance,success,,2413328.266082446,-5.288274122275099e-07,0.0,2.5923270774745122e-09,-1.1447793204642813e-09,-1.0148281162630325e-08,-0.006648069648046229,1.2663148243230355e-08
5233,113,40,Hertz,Advance,success,,2410097.3139994824,-5.286473650135218e-07,0.0,3.1620060358880104e-09,-1.0516257379457673e-09,-1.034516073706574e-08,-0.006848718823712903,1.2794008019650194e-08
5234,114,40,Hertz,Advance,success,,2284354.4578994615,-5.283701274519864e-07,0.0,3.046774120997721e-09,-1.125645058421471e-09,-1.0082371485492405e-08,-0.007021115953607882,1.2982520097785573e-08
5235,115,40,Hertz,Advance,success,,2326483.7492957474,-5.296637098289292e-07,0.0,2.7934273096787513e-09,-1.0080551665123457e-09,-1.0387336757986256e-08,-0.006843034110616678,1.2880086254294823e-08
5236,116,40,Hertz,Advance,success,,2241987.4361457448,-5.297574707818098e-07,0.0,3.007364055348492e-09,-9.01825868795386e-10,-1.0317431162236202e-08,-0.006863057354092735,1.2889396391817855e-08
5237,117,40,Hertz,Advance,success,,2081659.6339830586,-5.279533008319582e-07,0.0,2.776685087511353e-09,-9.280344492727615e-10,-1.0080609084042614e-08,-0.0067268816034770865,1.2770888156149407e-08
5238,118,40,Hertz,Advance,success,,2084665.1205312668,-5.217647880449036e-07,0.0,2.6232088424046023e-09,-1.1637776443402135e-09,-9.862375322568629e-09,-0.006779304629260782,1.279477468932906e-08
5239,119,40,Hertz,Advance,success,,1961314.4072658971,-5.179774314226452e-07,0.0,2.3980020109735583e-09,-1.286700652321814e-09,-9.209823857914838e-09,-0.006871352599821325,1.2837696160773292e-08
5240,120,40,Hertz,Advance,success,,2029166.8565008242,-5.107870136779324e-07,0.0,1.7381063984942916e-09,-1.497970094381391e-09,-9.321004009147283e-09,-0.0067025730185711905,1.276113552283049e-08
